identifier,srp,srr,srz,replicate,protocol,organism,sample type,cell type,clone_individual,strain,genotype,construct,baseline_control_expt,treatment type,treatment,times,timecourse,library prep,spike in,notes,experimentally not usable,curator 1,curator 2,published,bibtex,author,year,last author,doi,single_paired,rcomp,other data,atac seq,rna seq,chip seq,three d,other seq,sample_id,sample_name,genetic_id,expt_id,raw_read_depth,raw_read_length,trim_read_depth,duplication_picard,single_map,multi_map,map_prop,rseqc_tags,rseqc_cds,cds_rpk,rseqc_five_utr,rseqc_three_utr,rseqc_intron,intron_rpk,exint_ratio,distinct_tenmillion_prop,genome_prop_cov,avg_fold_cov,samp_qc_score,samp_data_score
Fan2020drb,SRP234556,SRR10582208,SRR10582208,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,experimental,treatment;treatment,DRB(100 microM);THZ531(100 nM),"-15150,-750,s;-15150,-750,s",True,random primed,None,,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,604,SRR10582208,943,699,24049745,75,23896586,0.606248,9933347,11178714,0.8835,19737791,837452,21.75,8884361,635387,6504208,4.84,4.493801652892562,0.4260478,0.0800305113172181,1.5354339063767277,2,3
Fan2020drb,SRP234556,SRR10582209,SRR10582209,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,experimental,treatment;treatment,DRB(100 microM);THZ531(200 nM),"-15150,-750,s;-15150,-750,s",True,random primed,None,,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,605,SRR10582209,943,699,31191003,75,31013877,0.677096,11492613,16175623,0.8920999999999999,26051231,1069711,27.79,12927760,675220,7620753,5.67,4.901234567901234,0.36583255,0.07557149441689873,2.155187275756578,3,4
Fan2020drb,SRP234556,SRR10582210,SRR10582210,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,experimental,treatment;vehicle,DRB(100 microM);DMSO,"-265,-25,min;-265,-25,min",True,random primed,None,,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,606,SRR10582210,943,699,35300146,75,35084551,0.571772,15797742,15367625,0.8883,28789802,1172265,30.45,12133024,949070,10099230,7.51,4.0545938748335555,0.47502455,0.12362611869533162,2.1608313481241916,2,2
Fan2020drb,SRP234556,SRR10582211,SRR10582211,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,experimental,treatment;treatment,DRB(100 microM);THZ531(100 nM),"-265,-25,min;-265,-25,min",True,random primed,None,,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,607,SRR10582211,943,699,24871002,75,24732771,0.640347,9174988,12756236,0.8867,20708765,770374,20.01,10066876,622469,6280400,4.67,4.284796573875804,0.3866353,0.0826327014988469,1.703471775431372,2,3
Fan2020drb,SRP234556,SRR10582212,SRR10582212,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,experimental,treatment;treatment,DRB(100 microM);THZ531(200 nM),"-265,-25,min;-265,-25,min",True,random primed,None,,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,608,SRR10582212,943,699,31381424,75,31255339,0.676882,11220218,16709160,0.8936,26419982,997578,25.91,13209562,691139,7731895,5.75,4.506086956521739,0.3612114,0.08096807926014561,2.213359541546204,3,3
Fan2020drb,SRP234556,SRR10582213,SRR10582213,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,experimental,treatment;vehicle,DRB(100 microM);DMSO,"-285,-45,min;-285,-45,min",True,random primed,None,,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,609,SRR10582213,943,699,26949959,75,26813009,0.532025,12718030,11204500,0.8922,22169481,881589,22.9,8862218,751227,8385207,6.24,3.6698717948717947,0.5012609,0.11939707334771112,1.6025625226665294,2,3
Fan2020drb,SRP234556,SRR10582214,SRR10582214,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,experimental,treatment;treatment,DRB(100 microM);THZ531(100 nM),"-285,-45,min;-285,-45,min",True,random primed,None,,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,610,SRR10582214,943,699,29539529,75,29377564,0.613987,11877188,14536386,0.8991,25098270,983595,25.55,11414580,823771,8441542,6.28,4.068471337579618,0.42043985,0.10052928383799897,1.974970451624133,2,3
Fan2020drb,SRP234556,SRR10582215,SRR10582215,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,experimental,treatment;treatment,DRB(100 microM);THZ531(200 nM),"-285,-45,min;-285,-45,min",True,random primed,None,,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,611,SRR10582215,943,699,30288556,75,30140521,0.646665,11308248,15613438,0.8931999999999999,25567150,888962,23.09,12252600,709735,8286621,6.16,3.748376623376623,0.3878592,0.09053158273737653,2.085318006763996,2,3
Fan2020drb,SRP234556,SRR10582216,SRR10582216,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,experimental,treatment,various,,False,random primed,None,Pooled all DRB/THZ531 experiments,True,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,612,SRR10582216,943,699,69264810,75,68833286,0.91065,7308682,56538581,0.9276000000000001,63322204,1159856,30.13,45089237,680609,7829692,5.82,5.1769759450171815,0.10352585,0.0754615961870255,6.827852898789967,4,4
Fan2020drb,SRP234556,SRR10582250,SRR10582250,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,control,treatment;vehicle,DRB(100 microM);DMSO,"-285,-45,min;-285,-45,min",False,random primed,None,,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,613,SRR10582250,943,699,24730577,75,24606757,0.272011,21796600,1600454,0.9508,20355549,1604549,41.68,982822,1269708,13621389,10.13,4.114511352418559,0.8264432,0.13636869838161547,0.6696746749094008,1,2
Fan2020drb,SRP234556,SRR10582251,SRR10582251,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,Cdk12 F813G/-,,control,treatment;vehicle,DRB(100 microM);DMSO,"-285,-45,min;-285,-45,min",False,random primed,None,Mutants are sensitive to 1-NM-PP1,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,614,SRR10582251,944,699,25976743,75,25877961,0.249163,23098727,1559390,0.9529000000000001,21377295,1648381,42.82,913943,1372097,14336451,10.66,4.016885553470919,0.84837825,0.14513119184419002,0.6965172146099763,1,2
Fan2020drb,SRP234556,SRR10582252,SRR10582252,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,Cdk13 F791G/F791G,,control,treatment;vehicle,DRB(100 microM);DMSO,"-285,-45,min;-285,-45,min",False,random primed,None,Mutants are sensitive to 1-NM-PP1,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,615,SRR10582252,947,699,24695759,75,24591994,0.258782,21529697,1892152,0.9523999999999999,20248009,1588540,41.26,1165608,1300262,13115897,9.76,4.227459016393443,0.8293872,0.1380817992509962,0.6978430096935769,1,2
Fan2020drb,SRP234556,SRR10582253,SRR10582253,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,Cdk12 F813G/-; Cdk13 F791G/-,,control,treatment;vehicle,DRB(100 microM);DMSO,"-285,-45,min;-285,-45,min",False,random primed,None,Mutants are sensitive to 1-NM-PP1,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,616,SRR10582253,945,699,26670699,75,26571508,0.254807,23723976,1627939,0.9541,21976709,1669495,43.36,955530,1397832,14719415,10.95,3.959817351598174,0.8458561,0.14680805116285,0.7184257215927317,1,2
Fan2020drb,SRP234556,SRR10582254,SRR10582254,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,,,experimental,treatment;treatment,DRB(100 microM);1-NM-PP1(10 microM),"-285,-45,min;-285,-45,min",False,random primed,None,Sample title doesn't match mutant metadata - used title info,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,617,SRR10582254,943,699,24908812,75,24795804,0.27562,21593532,1976529,0.9506,20530115,1763164,45.8,1258511,1308548,13355850,9.94,4.607645875251509,0.8193704,0.1348826996383972,0.7083399720741601,1,2
Fan2020drb,SRP234556,SRR10582255,SRR10582255,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,Cdk12 F813G/-,,experimental,treatment;treatment,DRB(100 microM);1-NM-PP1(10 microM),"-285,-45,min;-285,-45,min",False,random primed,None,Mutants are sensitive to 1-NM-PP1; Sample title doesn't match mutant metadata - used title info,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,618,SRR10582255,944,699,21209052,75,21126380,0.235408,18774787,1415587,0.9556999999999999,17931191,1449948,37.66,831010,1300135,12072376,8.98,4.1937639198218255,0.8362702,0.12639675469878137,0.5831970106870485,1,2
Fan2020drb,SRP234556,SRR10582256,SRR10582256,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,Cdk13 F791G/F791G,,experimental,treatment;treatment,DRB(100 microM);1-NM-PP1(10 microM),"-285,-45,min;-285,-45,min",False,random primed,None,Mutants are sensitive to 1-NM-PP1; Sample title doesn't match mutant metadata - used title info,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,619,SRR10582256,947,699,24851654,75,24744019,0.289636,21495946,2047741,0.9515,20861262,1724121,44.78,1247605,1508990,13764045,10.24,4.373046875,0.80934565,0.12909109234416835,0.7137500013556622,1,2
Fan2020drb,SRP234556,SRR10582257,SRR10582257,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,Cdk12 F813G/-; Cdk13 F791G/-,,experimental,treatment;treatment,DRB(100 microM);1-NM-PP1(10 microM),"-285,-45,min;-285,-45,min",False,random primed,None,Mutants are sensitive to 1-NM-PP1; Sample title doesn't match mutant metadata - used title info,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,620,SRR10582257,945,699,24043614,75,23882264,0.377052,19391512,3024916,0.9386,19434708,1609429,41.8,2082477,1071058,12315037,9.16,4.563318777292576,0.726652,0.11646415425707245,0.7682426012412422,1,3
Fan2020drb,SRP234556,SRR10582258,SRR10582258,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,Cdk12 F813G/-; Cdk13 F791G/F791G,,experimental,treatment;vehicle,DRB(100 microM);DMSO,"-285,-45,min;-285,-45,min",False,random primed,None,Mutants are sensitive to 1-NM-PP1; Sample title doesn't match mutant metadata - used title info,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,621,SRR10582258,946,699,23663660,75,23553788,0.240266,20357383,2006521,0.9495,19329702,1341118,34.84,1180799,1182041,12779400,9.51,3.663512092534175,0.8389937,0.14722408091293013,0.6840894521349266,1,2
Fan2020drb,SRP234556,SRR10582259,SRR10582259,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,Cdk12 F813G/-; Cdk13 F791G/F791G,,experimental,treatment;treatment,DRB(100 microM);1-NM-PP1(10 microM),"-285,-45,min;-285,-45,min",False,random primed,None,Mutants are sensitive to 1-NM-PP1,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,622,SRR10582259,946,699,26444840,75,26321598,0.400606,19817622,4964484,0.9415,21464304,1630804,42.36,3203608,1122695,12834273,9.55,4.435602094240838,0.6955789,0.12216011270973239,1.0059595709924871,1,2
Fan2020drb,SRP234556,SRR10582260,SRR10582260,rep1,PRO-seq,H. sapiens,cell line,MV4-11,,,Cdk12 F813G/-,,experimental,treatment;treatment,DRB(100 microM);1-NM-PP1(10 microM),"-285,-45,min;-285,-45,min",False,random primed,None,"4sU-seq; Mutants are sensitive to 1-NM-PP1; Labeled ""input"" - no indication of what that means, treat as a separate experiment, not a replicate",False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,623,SRR10582260,944,699,23546664,75,23461518,0.322834,18081304,3697824,0.9283,19341867,1846666,47.97,2363267,1312632,12217458,9.09,5.2772277227722775,0.75171005,0.13779586468705896,0.8254356532631824,1,3
Fan2020drb,SRP234556,SRR10582180,SRR10582180,rep1,other,H. sapiens,cell line,MV4-11,,,Cdk12 F813G/-,,experimental,vehicle;treatment,DMSO;4-thiouridine(1 mM),"-25,-5,min;-5,0,min",False,random primed,D. melanogaster,4sU-seq; Mutants are sensitive to 1-NM-PP1,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,586,SRR10582180,944,700,36561438,75,36360282,0.264368,29235808,2216068,0.865,30109896,2085533,54.17,1222852,1542574,23829416,17.73,3.0552735476593345,0.8511425,0.1599721162194033,0.913707726081856,1,2
Fan2020drb,SRP234556,SRR10582181,SRR10582181,rep1,other,H. sapiens,cell line,MV4-11,,,Cdk12 F813G/-,,experimental,treatment;treatment,1-NM-PP1(10 microM);4-thiouridine(1 mM),"-25,-5,min;-5,0,min",False,random primed,D. melanogaster,4sU-seq; Mutants are sensitive to 1-NM-PP1,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,587,SRR10582181,944,700,30701777,75,30569849,0.248003,24535844,1359849,0.8471,25037058,1395027,36.24,706473,1121125,20883302,15.53,2.33354797166774,0.8564235,0.13736944241923882,0.714857444595388,1,2
Fan2020drb,SRP234556,SRR10582182,SRR10582182,rep1,other,H. sapiens,cell line,MV4-11,,,Cdk13 F791G/F791G,,experimental,vehicle;treatment,DMSO;4-thiouridine(1 mM),"-25,-5,min;-5,0,min",False,random primed,D. melanogaster,4sU-seq; Mutants are sensitive to 1-NM-PP1,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,588,SRR10582182,947,700,34132906,75,33987024,0.258951,27465790,1837874,0.8622,28229524,1962260,50.97,962316,1502981,22638529,16.84,3.026722090261283,0.8528377,0.15118278015063474,0.8298858484552699,1,2
Fan2020drb,SRP234556,SRR10582183,SRR10582183,rep1,other,H. sapiens,cell line,MV4-11,,,Cdk13 F791G/F791G,,experimental,treatment;treatment,1-NM-PP1(10 microM);4-thiouridine(1 mM),"-25,-5,min;-5,0,min",False,random primed,D. melanogaster,4sU-seq; Mutants are sensitive to 1-NM-PP1,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,589,SRR10582183,947,700,30929978,75,30813879,0.260353,23060315,1476720,0.7963,23765914,1437879,37.35,802886,1108747,19575359,14.56,2.5652472527472527,0.84113605,0.13091792895866425,0.6935037817982365,1,2
Fan2020drb,SRP234556,SRR10582184,SRR10582184,rep1,other,H. sapiens,cell line,MV4-11,,,Cdk12 F813G/-; Cdk13 F791G/-,,experimental,vehicle;treatment,DMSO;4-thiouridine(1 mM),"-25,-5,min;-5,0,min",False,random primed,D. melanogaster,4sU-seq; Mutants are sensitive to 1-NM-PP1,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,590,SRR10582184,945,700,32958861,75,32827767,0.242104,26604166,1447274,0.8545,26932644,1606769,41.74,718029,1285682,22093093,16.43,2.5404747413268414,0.8653462,0.15428380666754216,0.7710478581843699,1,2
Fan2020drb,SRP234556,SRR10582185,SRR10582185,rep1,other,H. sapiens,cell line,MV4-11,,,Cdk12 F813G/-; Cdk13 F791G/-,,experimental,treatment;treatment,1-NM-PP1(10 microM);4-thiouridine(1 mM),"-25,-5,min;-5,0,min",False,random primed,D. melanogaster,4sU-seq; Mutants are sensitive to 1-NM-PP1,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,591,SRR10582185,945,700,33469741,75,33370927,0.388326,19465560,2879674,0.6696,20880220,3074746,79.87,1889765,2177192,12602588,9.37,8.52401280683031,0.7033527,0.10739468796294675,0.7456893436750875,1,4
Fan2020drb,SRP234556,SRR10582186,SRR10582186,rep1,other,H. sapiens,cell line,MV4-11,,,Cdk12 F813G/-; Cdk13 F791G/F791G,,experimental,vehicle;treatment,DMSO;4-thiouridine(1 mM),"-25,-5,min;-5,0,min",False,random primed,D. melanogaster,4sU-seq; Mutants are sensitive to 1-NM-PP1,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,592,SRR10582186,946,700,30398816,75,30271954,0.240467,25152235,1390423,0.8768,25560810,1419998,36.88,690797,1130441,21223925,15.79,2.3356554781507284,0.8629294,0.14879911994549413,0.7323083574856978,1,2
Fan2020drb,SRP234556,SRR10582187,SRR10582187,rep1,other,H. sapiens,cell line,MV4-11,,,Cdk12 F813G/-; Cdk13 F791G/F791G,,experimental,treatment;treatment,1-NM-PP1(10 microM);4-thiouridine(1 mM),"-25,-5,min;-5,0,min",False,random primed,D. melanogaster,4sU-seq; Mutants are sensitive to 1-NM-PP1,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,593,SRR10582187,946,700,32396240,75,32292333,0.404393,20346087,3134359,0.7271,21993348,3387051,87.98,2038202,2159153,13242699,9.85,8.931979695431473,0.6974723,0.10689184152746867,0.7955185680878599,1,4
Fan2020drb,SRP234556,SRR10582188,SRR10582188,rep1,other,H. sapiens,cell line,MV4-11,,,,,experimental,treatment;treatment,AZ'5576(10 microM);4-thiouridine(1 mM),"-25,-5,min;-5,0,min",False,random primed,D. melanogaster,4sU-seq; Concentration of AZ'5576 not specified,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,594,SRR10582188,943,700,31476473,75,31392659,0.371183,19083994,3285582,0.7126,21013700,3673912,95.43,1960640,2677227,11681359,8.69,10.981588032220944,0.7045378,0.11953281254584741,0.7723847998352295,1,5
Fan2020drb,SRP234556,SRR10582189,SRR10582189,rep1,other,H. sapiens,cell line,MV4-11,,,,,experimental,vehicle;treatment,DMSO;4-thiouridine(1 mM),"-25,-5,min;-5,0,min",False,random primed,D. melanogaster,4sU-seq,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,595,SRR10582189,943,700,31737655,75,31626993,0.23504,25684241,1406817,0.8565999999999999,26090931,1609882,41.82,682820,1316612,21415325,15.93,2.6252354048964217,0.8681234,0.1504680519693024,0.7439011987305657,1,2
Fan2020drb,SRP234556,SRR10582190,SRR10582190,rep1,other,H. sapiens,cell line,MV4-11,,,,,experimental,treatment;treatment,1-NM-PP1(10 microM);4-thiouridine(1 mM),"-25,-5,min;-5,0,min",False,random primed,D. melanogaster,4sU-seq,False,Lynn,,True,,Fan,2020,Johnstone,10.1126/sciadv.aaz5041,single,True,True,False,True,True,False,True,596,SRR10582190,943,700,31628262,75,31455870,0.32346,25234149,2176126,0.8714,26388950,1442595,37.47,1214030,1131051,21460188,15.96,2.3477443609022552,0.81277285,0.137780433656326,0.8242151703876401,1,2
Fant2020tfiid,SRP201480,SRR9304728,SRR9304728,rep1,PRO-seq,H. sapiens,cell line,HCT116,,,,,experimental,treatment,anti-TAF1 C413 antibody,"-1,0,hr",False,ligation,None,Cites Mahat2016mammalian for protocol and library prep,False,Lynn,,True,,Fant,2020,Taatjes,10.1016/j.molcel.2020.03.008,single,True,False,False,False,False,False,False,2766,SRR9304728,798,680,115932153,76,114912169,0.628506,93338683,16973214,0.96,98051761,6235748,161.97,16078908,5071309,54728710,40.71,3.9786293294030948,0.69783455,0.2331769563399552,4.05841321698499,2,2
Fant2020tfiid,SRP201480,SRR9304729,SRR9304729,rep2,PRO-seq,H. sapiens,cell line,HCT116,,,,,experimental,treatment,anti-TAF1 C413 antibody,"-1,0,hr",False,ligation,None,Cites Mahat2016mammalian for protocol and library prep,False,Lynn,,True,,Fant,2020,Taatjes,10.1016/j.molcel.2020.03.008,single,True,False,False,False,False,False,False,2767,SRR9304729,798,680,106553984,76,105263543,0.584165,88127808,12467945,0.9556999999999999,88769668,6131305,159.26,12590570,4720574,50719890,37.73,4.221044261860588,0.7171841,0.2369580785599378,3.4216262731028033,2,2
